client_1,client_2,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,total_mv
146,1326,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
254,299,0,0,0,0,0,0,0,2,4,0,0,0,0,0,6
336,1434,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
63,326,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4
306,2459,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1073,1133,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
26,207,0,0,0,0,0,0,0,6,13,12,0,0,0,0,31
26,384,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2402,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1302,2110,0,0,0,0,0,0,0,0,0,0,2,0,4,1,7
1227,402,0,0,0,0,0,0,0,0,0,2,1,0,4,2,9
1395,1374,0,0,0,0,0,0,0,0,2,3,0,2,1,0,8
363,1010,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4
2212,51,0,0,0,0,0,0,0,0,1,5,3,1,0,0,10
1372,1302,0,0,0,0,0,0,0,0,0,0,5,3,5,14,27
134,306,0,0,0,0,0,0,0,3,162,171,145,258,97,30,866
331,77,0,0,0,0,0,0,0,9,46,47,59,36,30,14,241
141,3472,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
63,4,0,0,0,0,0,0,0,14,32,16,24,16,5,9,116
324,1010,0,0,0,0,0,0,0,0,0,4,3,1,1,0,9
382,36,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5
337,1185,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
82,1100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3170,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
51,82,0,0,0,0,0,0,0,1,4,4,3,3,3,1,19
299,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26,2110,0,0,0,0,0,0,0,0,0,3,12,5,2,1,23
140,1129,0,0,0,0,0,0,0,0,4,1,6,13,7,5,36
4,2344,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2443,2242,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
1071,326,0,0,0,0,0,0,0,0,380,450,3,2,0,0,835
77,2110,0,0,0,0,0,0,0,0,1,19,33,17,7,14,91
382,114,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
1372,402,0,0,0,0,0,0,0,0,13,34,63,84,110,130,434
169,344,0,0,0,0,0,0,0,2,4,8,6,5,6,10,41
2242,1185,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4
13,2455,0,0,0,0,0,0,0,0,4,3,1,0,0,0,8
77,1227,0,0,0,0,0,0,0,13,40,38,40,42,34,37,244
419,396,0,0,0,0,0,0,0,3,5,1,0,0,0,1,10
1098,1302,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
1098,36,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3
141,197,0,0,0,0,0,0,0,0,0,0,2,3,0,0,5
96,1301,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3
141,1010,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
36,1216,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3
66,1266,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3
324,318,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1434,324,0,0,0,0,0,0,0,0,2,8,2,0,0,0,12
1098,82,0,0,0,0,0,0,0,4,20,15,3,0,1,0,43
1196,1100,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
96,1216,0,0,0,0,0,0,0,0,0,1,3,0,1,0,5
326,350,0,0,0,0,0,0,0,1,0,2,1,1,0,0,5
381,282,0,0,0,0,0,0,0,0,1,0,2,0,2,0,5
57,1366,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
282,2119,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
1372,90,0,0,0,0,0,0,0,0,1,6,18,12,11,11,59
1218,1072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
306,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
36,2406,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2079,1042,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
368,1219,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1072,120,0,0,0,0,0,0,0,0,1,2,7,3,2,2,17
312,1073,0,0,0,0,0,0,0,11,23,39,46,50,33,31,233
1154,396,0,0,0,0,0,0,0,7,24,26,10,9,11,12,99
77,114,0,0,0,0,0,0,0,19,78,86,99,102,71,66,521
1182,2190,0,0,0,0,0,0,0,0,0,2,4,4,1,1,12
1098,1434,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
1395,382,0,0,0,0,0,0,0,0,0,0,0,1,7,4,12
82,310,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4
116,178,0,0,0,0,0,0,0,0,1,4,6,2,1,2,16
53,1036,0,0,0,0,0,0,0,0,0,1,4,15,6,1,27
3886,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2402,51,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4
134,382,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
226,118,0,0,0,0,0,0,0,0,2,4,4,7,4,0,21
96,2455,0,0,0,0,0,0,0,0,4,1,2,0,0,1,8
27,120,0,0,0,0,0,0,0,19,59,55,40,46,56,135,410
382,2695,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1372,114,0,0,0,0,0,0,0,0,2,11,17,23,17,27,97
396,3170,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
1434,169,0,0,0,0,0,0,0,0,7,5,2,1,0,1,16
2058,53,0,0,0,0,0,0,0,2,3,1,0,1,1,0,8
96,381,0,0,0,0,0,0,0,1,11,4,0,0,0,0,16
427,324,0,0,0,0,0,0,0,0,1,2,3,1,1,0,8
341,1278,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3971,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1361,118,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
54,487,0,0,0,0,0,0,0,4,11,9,18,16,12,4,74
1469,90,0,0,0,0,0,0,0,0,1,2,2,0,1,0,6
1423,3615,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2066,282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
54,406,0,0,0,0,0,0,0,0,0,1,2,1,3,4,11
141,27,0,0,0,0,0,0,0,0,4,2,4,3,4,1,18
1395,51,0,0,0,0,0,0,0,0,1,0,0,1,3,0,5
310,3615,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3
2459,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
254,145,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2459,396,0,0,0,0,0,0,0,0,0,2,6,0,3,3,14
1073,2651,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7
82,1182,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
226,1185,0,0,0,0,0,0,0,2,6,5,10,4,3,3,33
306,4,0,0,0,0,0,0,0,1,3,1,1,1,6,0,13
190,4,0,0,0,0,0,0,0,1,1,0,0,14,17,0,33
66,306,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4
370,384,0,0,0,0,0,0,0,1,1,2,0,0,0,0,4
1133,331,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4,1361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1073,368,0,0,0,0,0,0,0,1,3,3,3,2,3,3,18
1279,2344,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
1184,418,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1128,1434,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13,2179,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4
339,178,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2363,368,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2344,169,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
350,350,0,0,0,0,0,0,0,106,6643,4951,4639,4568,1057,835,22799
178,140,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
150,344,0,0,0,0,0,0,0,1,2,1,2,3,4,4,17
51,144,0,0,0,0,0,0,0,0,1,3,2,3,5,5,19
4,96,0,0,0,0,0,0,0,7,49,48,50,79,25,6,264
178,13,0,0,0,0,0,0,0,3,18,10,11,23,7,6,78
318,104,0,0,0,0,0,0,0,15,43,37,38,52,65,62,312
197,1374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
310,341,0,0,0,0,0,0,0,0,3,4,2,1,0,0,10
2262,1184,0,0,0,0,0,0,0,0,0,0,16,7,2,1,26
1185,134,0,0,0,0,0,0,0,7,39,34,26,26,19,17,168
344,145,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4
169,416,0,0,0,0,0,0,0,0,2,3,2,8,8,11,34
1395,1010,0,0,0,0,0,0,0,1,5,2,2,3,1,2,16
2294,382,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3
1301,1133,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3
363,312,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5
27,210,0,0,0,0,0,0,0,2,5,6,6,5,2,1,27
26,378,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26,226,0,0,0,0,0,0,0,0,1,0,1,2,2,1,7
53,140,0,0,0,0,0,0,0,2,11,17,23,14,17,12,96
1042,197,0,0,0,0,0,0,0,1,3,2,2,2,0,0,10
120,104,0,0,0,0,0,0,0,1,4,6,34,8,15,8,76
90,1184,0,0,0,0,0,0,0,0,0,1,3,3,1,0,8
381,77,0,0,0,0,0,0,0,0,1,1,1,0,0,1,4
144,53,0,0,0,0,0,0,0,0,1,0,3,1,4,3,12
256,169,0,0,0,0,0,0,0,0,2,1,1,0,0,0,4
96,120,0,0,0,0,0,0,0,18,38,65,48,50,36,33,288
462,174,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
145,2038,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
312,197,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
310,427,0,0,0,0,0,0,0,5,5,2,4,1,0,0,17
1184,350,0,0,0,0,0,0,0,1,0,2,1,0,0,0,4
282,104,0,0,0,0,0,0,0,1,9,10,8,8,2,5,43
1301,96,0,0,0,0,0,0,0,1,1,0,2,1,1,0,6
90,4018,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
282,1266,0,0,0,0,0,0,0,0,13,189,32,12,13,24,283
141,2339,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4
1117,63,0,0,0,0,0,0,0,2,2,1,0,1,2,0,8
462,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
26,190,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1071,140,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
63,190,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3
1051,384,0,0,0,0,0,0,0,1,2,2,0,0,0,0,5
1117,1396,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1301,418,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1026,427,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1129,310,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4
4070,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
145,293,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26,1154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2212,26,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
1218,96,0,0,0,0,0,0,0,0,0,2,9,6,3,4,24
96,2110,0,0,0,0,0,0,0,0,0,5,2,1,1,4,13
1345,402,0,0,0,0,0,0,0,0,2,5,11,22,18,23,81
26,53,0,0,0,0,0,0,0,15,69,64,79,133,129,71,560
146,3615,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10
27,336,0,0,0,0,0,0,0,0,1,2,2,1,1,1,8
324,118,0,0,0,0,0,0,0,0,1,2,2,7,2,2,16
26,427,0,0,0,0,0,0,0,2,0,2,4,1,2,1,12
1051,77,0,0,0,0,0,0,0,2,7,7,15,15,7,4,57
416,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
207,116,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3
174,120,0,0,0,0,0,0,0,1,1,0,1,1,2,2,8
2695,3470,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
1218,402,0,0,0,0,0,0,0,0,1,0,2,6,3,4,16
368,1073,0,0,0,0,0,0,0,1,3,4,3,3,2,3,19
27,96,0,0,0,0,0,0,0,46,126,98,803,3350,269,165,4857
310,4,0,0,0,0,0,0,0,11,24,26,23,10,2,2,98
1372,406,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
399,350,0,0,0,0,0,0,0,1,0,5,1,2,0,0,9
114,1302,0,0,0,0,0,0,0,1,0,2,1,1,1,1,7
145,118,0,0,0,0,0,0,0,25,36,41,60,27,11,61,261
53,2119,0,0,0,0,0,0,0,0,2,17,10,9,3,11,52
1219,174,0,0,0,0,0,0,0,0,5,18,13,17,21,20,94
1469,1302,0,0,0,0,0,0,0,0,0,3,7,2,0,1,13
82,207,0,0,0,0,0,0,0,7,12,10,0,0,0,0,29
27,1333,0,0,0,0,0,0,0,27,77,73,0,0,0,0,177
1184,116,0,0,0,0,0,0,0,0,0,0,2,2,1,0,5
1278,1278,0,0,0,0,0,0,0,2,635,604,581,580,530,499,3431
1133,3499,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
1179,1326,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
26,3886,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11
1366,312,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
1227,2190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2653,2653,0,0,0,0,0,0,0,0,0,0,0,54,56,411,521
54,1294,0,0,0,0,0,0,0,1,2,0,3,1,0,0,7
174,396,0,0,0,0,0,0,0,13,40,33,62,46,53,44,291
1073,2455,0,0,0,0,0,0,0,0,1,2,0,0,2,0,5
54,134,0,0,0,0,0,0,0,16,88,124,147,170,151,165,861
341,324,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4
169,1302,0,0,0,0,0,0,0,1,1,4,11,9,13,12,51
324,1227,0,0,0,0,0,0,0,0,0,0,11,10,0,0,21
4,313,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
226,116,0,0,0,0,0,0,0,0,1,13,21,9,2,5,51
1073,1026,0,0,0,0,0,0,0,1,2,2,2,2,1,1,11
331,190,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
5,1395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2210,140,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1302,1129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
63,350,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
1278,370,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
1326,382,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27,174,0,0,0,0,0,0,0,19,47,81,62,45,23,31,308
487,331,0,0,0,0,0,0,0,3,11,9,12,4,1,2,42
1010,118,0,0,0,0,0,0,0,6,69,84,105,84,72,62,482
326,344,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
312,1469,0,0,0,0,0,0,0,1,3,1,2,1,1,2,11
360,82,0,0,0,0,0,0,0,1,1,1,1,2,0,0,6
13,1361,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3
207,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
104,1185,0,0,0,0,0,0,0,1,4,5,8,7,5,3,33
134,462,0,0,0,0,0,0,0,0,0,7,4,5,7,9,32
53,27,0,0,0,0,0,0,0,27,68,76,124,85,96,85,561
1218,1073,0,0,0,0,0,0,0,1,0,2,4,3,2,1,13
381,360,0,0,0,0,0,0,0,5,38,38,42,23,0,0,146
2217,77,0,0,0,0,0,0,0,0,1,2,2,8,6,7,26
2110,26,0,0,0,0,0,0,0,0,0,2,6,4,6,1,19
1326,4,0,0,0,0,0,0,0,2,7,3,7,2,5,1,27
178,51,0,0,0,0,0,0,0,1,5,3,4,5,2,1,21
1179,2179,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4
1374,2651,0,0,0,0,0,0,0,0,0,0,0,6,3,0,9
1345,77,0,0,0,0,0,0,0,0,0,4,6,14,9,12,45
118,226,0,0,0,0,0,0,0,0,3,2,1,0,1,0,7
1469,2190,0,0,0,0,0,0,0,0,1,0,6,10,18,43,78
350,1184,0,0,0,0,0,0,0,0,2,1,5,3,0,0,11
1129,462,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3
1469,2082,0,0,0,0,0,0,0,3,1,0,0,0,2,1,7
312,344,0,0,0,0,0,0,0,3,8,17,13,14,16,9,80
2106,402,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
90,1361,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
326,2110,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
370,26,0,0,0,0,0,0,0,0,0,2,1,1,0,0,4
2653,3384,0,0,0,0,0,0,0,0,0,0,4,10,3,0,17
66,2294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
396,3685,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
360,399,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4
2242,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2166,350,0,0,0,0,0,0,0,6,1,0,1,0,0,1,9
1227,90,0,0,0,0,0,0,0,0,2,4,5,4,1,0,16
2402,3499,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
402,2058,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3
2294,63,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
312,1036,0,0,0,0,0,0,0,0,0,0,1,1,1,5,8
252,140,0,0,0,0,0,0,0,0,11,6,0,3,0,0,20
256,77,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
2119,1072,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3
141,4,0,0,0,0,0,0,0,0,1,2,1,0,0,0,4
1374,1219,0,0,0,0,0,0,0,0,1,2,5,17,15,6,46
2058,2653,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
326,207,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
341,90,0,0,0,0,0,0,0,0,2,7,5,7,4,1,26
310,2217,0,0,0,0,0,0,0,0,1,1,11,1,0,0,14
141,2108,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
4,4070,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1010,207,0,0,0,0,0,0,0,0,7,3,0,0,0,0,10
419,1218,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1158,2217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
54,254,0,0,0,0,0,0,0,14,23,0,0,0,0,0,37
1072,402,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
416,1184,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
1301,318,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1301,384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
145,1179,0,0,0,0,0,0,0,7,6,3,2,1,2,2,23
134,416,0,0,0,0,0,0,0,0,3,3,1,6,4,3,20
2190,2242,0,0,0,0,0,0,0,0,1,4,1,3,2,19,30
77,66,0,0,0,0,0,0,0,39,78,87,133,63,59,41,500
2460,2190,0,0,0,0,0,0,0,0,0,0,2,0,7,1,10
2344,53,0,0,0,0,0,0,0,0,1,2,1,0,0,1,5
331,1184,0,0,0,0,0,0,0,0,2,1,1,0,0,0,4
120,53,0,0,0,0,0,0,0,23,59,47,52,36,27,25,269
26,368,0,0,0,0,0,0,0,2,3,2,1,2,3,2,15
317,1218,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3
1073,150,0,0,0,0,0,0,0,17,52,74,118,143,93,59,556
1185,90,0,0,0,0,0,0,0,0,12,34,19,8,7,5,85
2110,1469,0,0,0,0,0,0,0,0,0,0,2,3,1,1,7
1185,1036,0,0,0,0,0,0,0,0,0,0,0,1,10,2,13
1184,181,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1219,2190,0,0,0,0,0,0,0,2,1,1,4,10,39,19,76
13,207,0,0,0,0,0,0,0,5,7,3,0,0,0,0,15
63,82,0,0,0,0,0,0,0,3,10,73,138,8,18,2,252
2651,2058,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2217,1184,0,0,0,0,0,0,0,0,5,2,1,0,0,0,8
178,190,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
310,116,0,0,0,0,0,0,0,0,0,3,0,1,0,0,4
197,331,0,0,0,0,0,0,0,0,3,1,0,2,1,0,7
310,1395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
341,4085,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
2242,3384,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4
54,1219,0,0,0,0,0,0,0,0,0,3,3,4,2,0,12
326,2242,0,0,0,0,0,0,0,0,1,0,1,1,3,6,12
396,317,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
210,339,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
178,1345,0,0,0,0,0,0,0,0,1,0,1,1,6,1,10
1110,174,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2119,111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1372,282,0,0,0,0,0,0,0,0,0,0,2,2,2,2,8
120,1072,0,0,0,0,0,0,0,1,0,5,5,3,2,3,19
36,1157,0,0,0,0,0,0,0,2,12,13,3,2,0,0,32
427,1098,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
145,2459,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26,310,0,0,0,0,0,0,0,3,1,0,0,0,0,0,4
1129,174,0,0,0,0,0,0,0,4,2,8,86,10,6,32,148
2114,240,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3
1117,114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2443,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
368,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
54,3613,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
1157,1434,0,0,0,0,0,0,0,1,3,3,0,0,0,0,7
331,1219,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5
1302,310,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1218,1434,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3384,402,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
26,3170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2459,317,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2455,1326,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1302,3685,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63
90,1100,0,0,0,0,0,0,0,0,0,3,5,6,16,3,33
1157,1185,0,0,0,0,0,0,0,2,12,14,26,9,4,1,68
326,312,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4
63,1185,0,0,0,0,0,0,0,10,38,48,24,30,70,10,230
13,360,0,0,0,0,0,0,0,2,2,0,4,3,1,0,12
396,299,0,0,0,0,0,0,0,7,14,3,0,0,0,0,24
77,1051,0,0,0,0,0,0,0,4,3,17,22,10,6,4,66
2190,2179,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
114,96,0,0,0,0,0,0,0,6,35,35,47,44,34,18,219
197,293,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
1133,27,0,0,0,0,0,0,0,1,2,3,1,2,0,2,11
2455,350,0,0,0,0,0,0,0,0,0,8,6,6,0,0,20
326,1326,0,0,0,0,0,0,0,0,0,0,5,1,1,1,8
104,487,0,0,0,0,0,0,0,14,37,40,57,62,47,14,271
341,1279,0,0,0,0,0,0,0,1,2,2,2,2,0,1,10
26,116,0,0,0,0,0,0,0,0,2,0,2,0,0,1,5
174,63,0,0,0,0,0,0,0,2,4,6,5,5,8,6,36
2190,2294,0,0,0,0,0,0,0,0,0,4,18,0,3,0,25
1100,3615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
196,312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1266,13,0,0,0,0,0,0,0,0,0,2,3,2,7,6,20
1010,1227,0,0,0,0,0,0,0,8,29,29,39,35,37,33,210
2119,1469,0,0,0,0,0,0,0,0,0,0,2,4,1,1,8
150,1301,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3
13,293,0,0,0,0,0,0,0,2,14,10,16,45,77,12,176
336,341,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
1219,2108,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
77,2083,0,0,0,0,0,0,0,2,4,9,9,9,7,6,46
2344,118,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3
2294,90,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3
2455,344,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
331,339,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
338,350,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
4,207,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
2110,1372,0,0,0,0,0,0,0,0,0,0,0,1,17,12,30
26,1117,0,0,0,0,0,0,0,0,0,2,2,1,2,25,32
174,318,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3
1372,1036,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
326,1128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
368,207,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1434,1128,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
118,134,0,0,0,0,0,0,0,10,34,51,65,97,62,89,408
114,26,0,0,0,0,0,0,0,1,7,7,8,8,7,6,44
313,363,0,0,0,0,0,0,0,1,2,1,0,0,0,1,5
90,145,0,0,0,0,0,0,0,0,0,5,4,4,8,2,23
2242,1042,0,0,0,0,0,0,0,0,0,1,5,4,6,5,21
2079,2079,0,0,0,0,0,0,0,99,1595,1752,1938,2017,1987,2241,11629
77,416,0,0,0,0,0,0,0,6,13,22,23,13,6,14,97
146,396,0,0,0,0,0,0,0,2,4,1,0,1,0,0,8
339,174,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3
1469,2119,0,0,0,0,0,0,0,0,0,0,4,7,6,2,19
82,1098,0,0,0,0,0,0,0,5,5,0,0,0,0,0,10
341,174,0,0,0,0,0,0,0,2,3,9,15,10,6,11,56
54,360,0,0,0,0,0,0,0,5,11,17,14,6,3,0,56
3170,2230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
336,338,0,0,0,0,0,0,0,2,2,1,2,2,2,2,13
341,487,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1072,134,0,0,0,0,0,0,0,0,0,4,6,3,2,2,17
66,2363,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
27,317,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
118,111,0,0,0,0,0,0,0,1,16,23,28,33,35,42,178
2119,487,0,0,0,0,0,0,0,0,0,2,2,0,1,0,5
368,1129,0,0,0,0,0,0,0,3,3,2,0,1,0,0,9
1073,1374,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3
1185,2339,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
111,1129,0,0,0,0,0,0,0,3,1,1,1,3,0,4,13
2651,344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
